[INFO] [1789720548.350299, 7.826500]: MetricsLogger: robot=tracked run=1
[INFO] [1789720548.352027, 7.826500]:   output    : /home/alessandro/metrics_VF/fixed_trajectory/swept_lidar/tracked/run01
[INFO] [1789720548.355725, 7.827500]:   odom      : /rtabmap/odom
[INFO] [1789720548.358204, 7.827500]:   cmd_vel   : /example_two_track/cmd_vel
[INFO] [1789720548.361064, 7.828500]:   gt model  : two_track_robot (via /gazebo/model_states, unfiltered)
[INFO] [1789720548.362886, 7.829000]:   metrics   : 50.0 Hz
[INFO] [1789720548.363894, 7.829000]:   gt hi-rate: 1000.0 Hz (asked 800.0; every 2-th ModelStates at 2000 Hz physics) -> gt_highrate.csv
[INFO] [1789720662.053035, 40.394500]: [event] proximity_detection id=5 verdict=true gt_gap=14.253m  at gt=(48.61, -1.21) s=15.4m
[INFO] [1789720665.392402, 41.389500]: [event] proximity_detection id=6 verdict=true gt_gap=14.206m  at gt=(49.01, -1.41) s=15.8m
[INFO] [1789720668.797246, 42.372000]: [event] proximity_detection id=7 verdict=true gt_gap=14.154m  at gt=(49.41, -1.64) s=16.3m
[INFO] [1789720675.712723, 44.419500]: [event] proximity_detection id=9 verdict=true gt_gap=14.013m  at gt=(50.21, -2.14) s=17.2m
[INFO] [1789720679.138148, 45.474000]: [event] proximity_detection id=10 verdict=true gt_gap=13.956m  at gt=(50.59, -2.39) s=17.7m
[INFO] [1789720682.904207, 46.492500]: [event] proximity_detection id=11 verdict=true gt_gap=13.836m  at gt=(50.95, -2.68) s=18.1m
[INFO] [1789720685.918074, 47.533500]: [event] proximity_detection id=12 verdict=true gt_gap=13.823m  at gt=(51.33, -3.02) s=18.7m
[INFO] [1789720688.835900, 48.520500]: [event] proximity_detection id=13 verdict=true gt_gap=13.701m  at gt=(51.67, -3.30) s=19.1m
[INFO] [1789720692.221093, 49.473500]: [event] proximity_detection id=14 verdict=true gt_gap=13.580m  at gt=(51.98, -3.57) s=19.5m
[INFO] [1789720785.932883, 71.893000]: [event] proximity_detection id=36 verdict=true gt_gap=13.143m  at gt=(55.42, -12.89) s=29.7m
[INFO] [1789720789.138290, 72.905000]: [event] proximity_detection id=37 verdict=true gt_gap=13.170m  at gt=(55.39, -13.38) s=30.2m
[INFO] [1789720793.048335, 73.878500]: [event] proximity_detection id=38 verdict=true gt_gap=13.214m  at gt=(55.35, -13.85) s=30.7m
[INFO] [1789720797.163160, 74.895000]: [event] proximity_detection id=39 verdict=true gt_gap=13.236m  at gt=(55.32, -14.35) s=31.2m
[INFO] [1789720801.344049, 75.871500]: [event] proximity_detection id=40 verdict=true gt_gap=13.292m  at gt=(55.28, -14.82) s=31.7m
[INFO] [1789720805.304651, 76.884500]: [event] proximity_detection id=41 verdict=true gt_gap=13.342m  at gt=(55.25, -15.31) s=32.2m
[INFO] [1789720808.689804, 77.909500]: [event] proximity_detection id=42 verdict=true gt_gap=13.372m  at gt=(55.21, -15.82) s=32.7m
[INFO] [1789720812.177273, 78.885500]: [event] proximity_detection id=43 verdict=true gt_gap=13.452m  at gt=(55.18, -16.29) s=33.2m
[INFO] [1789720816.254391, 79.890000]: [event] proximity_detection id=44 verdict=true gt_gap=13.582m  at gt=(55.15, -16.78) s=33.6m
[INFO] [1789720820.077988, 80.899000]: [event] proximity_detection id=45 verdict=true gt_gap=13.670m  at gt=(55.12, -17.27) s=34.1m
[INFO] [1789720823.984847, 82.020500]: [event] proximity_detection id=46 verdict=true gt_gap=13.776m  at gt=(55.08, -17.81) s=34.7m
[INFO] [1789720827.151238, 83.012500]: [event] proximity_detection id=47 verdict=true gt_gap=13.816m  at gt=(55.04, -18.30) s=35.2m
[INFO] [1789720830.512006, 83.982000]: [event] proximity_detection id=48 verdict=true gt_gap=13.842m  at gt=(55.01, -18.77) s=35.6m
[INFO] [1789720834.242816, 85.010500]: [event] proximity_detection id=49 verdict=true gt_gap=13.975m  at gt=(54.98, -19.28) s=36.2m
[INFO] [1789720837.607512, 86.018500]: [event] proximity_detection id=50 verdict=true gt_gap=14.063m  at gt=(54.94, -19.79) s=36.7m
[INFO] [1789720841.565635, 86.973500]: [event] proximity_detection id=51 verdict=true gt_gap=14.098m  at gt=(54.91, -20.26) s=37.1m
[INFO] [1789720845.707270, 87.987500]: [event] proximity_detection id=52 verdict=true gt_gap=14.158m  at gt=(54.88, -20.75) s=37.6m
[INFO] [1789720850.174351, 88.981500]: [event] proximity_detection id=53 verdict=true gt_gap=14.150m  at gt=(54.85, -21.24) s=38.1m
[INFO] [1789720853.736636, 90.034000]: [event] proximity_detection id=54 verdict=true gt_gap=14.234m  at gt=(54.81, -21.73) s=38.6m
[INFO] [1789720856.994163, 91.019500]: [event] proximity_detection id=55 verdict=true gt_gap=14.253m  at gt=(54.80, -22.18) s=39.1m
[INFO] [1789720860.142422, 92.036000]: [event] proximity_detection id=56 verdict=true gt_gap=14.333m  at gt=(54.80, -22.65) s=39.5m
[INFO] [1789720863.538496, 92.971000]: [event] proximity_detection id=57 verdict=true gt_gap=14.379m  at gt=(54.82, -23.10) s=40.0m
[INFO] [1789720868.204760, 94.088000]: [event] proximity_detection id=58 verdict=true gt_gap=14.442m  at gt=(54.85, -23.64) s=40.5m
[INFO] [1789720871.865268, 95.088000]: [event] proximity_detection id=59 verdict=true gt_gap=14.420m  at gt=(54.86, -24.12) s=41.0m
[INFO] [1789720875.931657, 96.232500]: [event] proximity_detection id=60 verdict=true gt_gap=14.529m  at gt=(54.87, -24.68) s=41.6m
[INFO] [1789720879.301220, 97.330500]: [event] proximity_detection id=61 verdict=true gt_gap=14.582m  at gt=(54.87, -25.22) s=42.1m
[INFO] [1789720882.441799, 98.427500]: [event] proximity_detection id=62 verdict=true gt_gap=14.653m  at gt=(54.88, -25.75) s=42.6m
[INFO] [1789720885.862984, 99.405000]: [event] proximity_detection id=63 verdict=true gt_gap=14.685m  at gt=(54.91, -26.19) s=43.1m
[INFO] [1789720889.283095, 100.454000]: [event] proximity_detection id=64 verdict=true gt_gap=14.714m  at gt=(54.92, -26.66) s=43.5m
[INFO] [1789720892.005949, 101.410000]: [event] proximity_detection id=65 verdict=true gt_gap=14.736m  at gt=(54.92, -27.13) s=44.0m
[INFO] [1789720896.492837, 102.343000]: [event] proximity_detection id=66 verdict=true gt_gap=14.659m  at gt=(54.94, -27.54) s=44.4m
